experiment simulation item wn word enctime ecc freq1
GG-EXP1 46 OBJECT-REL 7 "to" 125 5.464751542601022D0 0.0037 
GG-EXP1 46 OBJECT-REL 8 "the" 21 1.3537168354128457D0 0.0037 
GG-EXP1 46 OBJECT-REL 9 "editor" 31 2.1147697409837383D0 0.0037 
GG-EXP1 46 OBJECT-REL 10 "hoped" 83 4.802196738761848D0 0.0037 
GG-EXP1 46 OBJECT-REL 11 "for" 16 1.3258066224970244D0 0.0037 
GG-EXP1 46 OBJECT-REL 12 "the" 24 2.688940053166275D0 0.0037 
GG-EXP1 46 OBJECT-REL 10 "hoped" 11 0.21862550926828717D0 0.0037 
GG-EXP1 46 OBJECT-REL 12 "the" 33 2.9777557329894515D0 0.0037 
GG-EXP1 46 OBJECT-REL 13 "story" 79 5.123358251981258D0 0.0037 
GG-EXP1 46 OBJECT-REL 14 "*" 24 1.6465358136906996D0 0.0037 
GG-EXP1 47 SUBJECT-REL 1 "the" 25 1.4760868740675774D0 0.0037 
GG-EXP1 47 SUBJECT-REL 2 "reporter" 28 3.2480165074049485D0 0.0037 
GG-EXP1 47 SUBJECT-REL 1 "the" 18 1.435828247920849D0 0.0037 
GG-EXP1 47 SUBJECT-REL 2 "reporter" 35 3.5377012010465103D0 0.0037 
GG-EXP1 47 SUBJECT-REL 3 "who" 147 6.116499338163488D0 0.0037 
GG-EXP1 47 SUBJECT-REL 4 "sent" 22 2.274302165824893D0 0.0037 
GG-EXP1 47 SUBJECT-REL 5 "the" 27 3.016448164421123D0 0.0037 
GG-EXP1 47 SUBJECT-REL 6 "photographer" 75 4.042075234206784D0 0.0037 
GG-EXP1 47 SUBJECT-REL 7 "to" 23 2.6548685385531696D0 0.0037 
GG-EXP1 47 SUBJECT-REL 8 "the" 16 1.0793158735022046D0 0.0037 
GG-EXP1 47 SUBJECT-REL 9 "editor" 50 3.3515665860748394D0 0.0037 
GG-EXP1 47 SUBJECT-REL 10 "hoped" 21 2.251154904060793D0 0.0037 
GG-EXP1 47 SUBJECT-REL 11 "for" 20 1.696075496689139D0 0.0037 
GG-EXP1 47 SUBJECT-REL 12 "the" 33 3.462764105397895D0 0.0037 
GG-EXP1 47 SUBJECT-REL 13 "story" 32 1.891760857282741D0 0.0037 
GG-EXP1 47 SUBJECT-REL 14 "*" 33 3.7238760396561212D0 0.0037 
GG-EXP1 47 OBJECT-REL 1 "the" 22 1.6175081362901587D0 0.0037 
GG-EXP1 47 OBJECT-REL 2 "reporter" 42 3.9747311357246935D0 0.0037 
GG-EXP1 47 OBJECT-REL 3 "who" 23 2.3774237877361317D0 0.0037 
GG-EXP1 47 OBJECT-REL 4 "the" 26 1.4445330432691117D0 0.0037 
GG-EXP1 47 OBJECT-REL 5 "photographer" 101 4.845522441381705D0 0.0037 
GG-EXP1 47 OBJECT-REL 3 "who" 14 0.3855393773685938D0 0.0037 
GG-EXP1 47 OBJECT-REL 4 "the" 21 1.4519232011920702D0 0.0037 
GG-EXP1 47 OBJECT-REL 5 "photographer" 29 2.5709052200696285D0 0.0037 
GG-EXP1 47 OBJECT-REL 6 "sent" 63 4.113310704882857D0 0.0037 
GG-EXP1 47 OBJECT-REL 7 "to" 17 1.3891453421126512D0 0.0037 
GG-EXP1 47 OBJECT-REL 6 "sent" 10 0.38857274395025027D0 0.0037 
GG-EXP1 47 OBJECT-REL 7 "to" 24 1.377914570149307D0 0.0037 
GG-EXP1 47 OBJECT-REL 8 "the" 37 2.3034879450822943D0 0.0037 
GG-EXP1 47 OBJECT-REL 9 "editor" 38 2.430344239855209D0 0.0037 
GG-EXP1 47 OBJECT-REL 10 "hoped" 49 4.452237915748074D0 0.0037 
GG-EXP1 47 OBJECT-REL 11 "for" 27 2.6091559476765553D0 0.0037 
GG-EXP1 47 OBJECT-REL 12 "the" 70 4.567752721119292D0 0.0037 
GG-EXP1 47 OBJECT-REL 13 "story" 17 1.418637896465405D0 0.0037 
GG-EXP1 47 OBJECT-REL 14 "*" 49 3.000369026539794D0 0.0037 
GG-EXP1 47 OBJECT-REL 12 "the" 16 0.7981318275388865D0 0.0037 
GG-EXP1 47 OBJECT-REL 14 "*" 22 2.237394963178778D0 0.0037 
GG-EXP1 48 SUBJECT-REL 1 "the" 29 1.6244557065395435D0 0.0037 
GG-EXP1 48 SUBJECT-REL 2 "reporter" 41 3.5877689710010485D0 0.0037 
GG-EXP1 48 SUBJECT-REL 3 "who" 130 5.744950513789089D0 0.0037 
GG-EXP1 48 SUBJECT-REL 4 "sent" 22 2.650099886331016D0 0.0037 
GG-EXP1 48 SUBJECT-REL 5 "the" 56 3.876209950449504D0 0.0037 
GG-EXP1 48 SUBJECT-REL 6 "photographer" 143 6.695978557379153D0 0.0037 
GG-EXP1 48 SUBJECT-REL 7 "to" 46 3.024540368145313D0 0.0037 
GG-EXP1 48 SUBJECT-REL 8 "the" 77 4.629892819900976D0 0.0037 
GG-EXP1 48 SUBJECT-REL 9 "editor" 25 1.8850265419466041D0 0.0037 
GG-EXP1 48 SUBJECT-REL 10 "hoped" 46 4.010624356408868D0 0.0037 
GG-EXP1 48 SUBJECT-REL 11 "for" 112 6.126824303347428D0 0.0037 
GG-EXP1 48 SUBJECT-REL 12 "the" 16 1.3668125462137437D0 0.0037 
GG-EXP1 48 SUBJECT-REL 13 "story" 29 1.9660390180974543D0 0.0037 
GG-EXP1 48 SUBJECT-REL 14 "*" 25 1.8004071934623604D0 0.0037 
GG-EXP1 48 OBJECT-REL 1 "the" 16 1.4175795835134792D0 0.0037 
GG-EXP1 48 OBJECT-REL 2 "reporter" 21 2.3445947969229337D0 0.0037 
GG-EXP1 48 OBJECT-REL 3 "who" 36 3.020512112150018D0 0.0037 
GG-EXP1 48 OBJECT-REL 4 "the" 22 1.3548479452616125D0 0.0037 
GG-EXP1 48 OBJECT-REL 3 "who" 24 1.1971848630310389D0 0.0037 
GG-EXP1 48 OBJECT-REL 4 "the" 18 0.8591193923644811D0 0.0037 
GG-EXP1 48 OBJECT-REL 5 "photographer" 51 3.2717523228604053D0 0.0037 
GG-EXP1 48 OBJECT-REL 6 "sent" 163 6.944986016400943D0 0.0037 
GG-EXP1 48 OBJECT-REL 7 "to" 13 1.0412334989100438D0 0.0037 
GG-EXP1 48 OBJECT-REL 6 "sent" 17 0.41139389509008445D0 0.0037 
GG-EXP1 48 OBJECT-REL 7 "to" 14 1.0472424451613291D0 0.0037 
GG-EXP1 48 OBJECT-REL 8 "the" 26 2.5652520095292854D0 0.0037 
GG-EXP1 48 OBJECT-REL 6 "sent" 14 0.37613640145194105D0 0.0037 
GG-EXP1 48 OBJECT-REL 8 "the" 26 2.0589577211786754D0 0.0037 
GG-EXP1 48 OBJECT-REL 9 "editor" 58 4.838982496718592D0 0.0037 
GG-EXP1 48 OBJECT-REL 10 "hoped" 27 1.6899440534123211D0 0.0037 
GG-EXP1 48 OBJECT-REL 11 "for" 32 2.3258909493714395D0 0.0037 
GG-EXP1 48 OBJECT-REL 12 "the" 54 3.9110924172573323D0 0.0037 
GG-EXP1 48 OBJECT-REL 13 "story" 29 1.8776557885986431D0 0.0037 
GG-EXP1 48 OBJECT-REL 14 "*" 16 1.296373729001656D0 0.0037 
GG-EXP1 49 SUBJECT-REL 1 "the" 24 1.5185783166330329D0 0.0037 
GG-EXP1 49 SUBJECT-REL 2 "reporter" 54 3.6404041781835614D0 0.0037 
GG-EXP1 49 SUBJECT-REL 3 "who" 34 2.8153875551282153D0 0.0037 
GG-EXP1 49 SUBJECT-REL 4 "sent" 16 1.6083355189028197D0 0.0037 
GG-EXP1 49 SUBJECT-REL 5 "the" 38 3.017984184232622D0 0.0037 
GG-EXP1 49 SUBJECT-REL 6 "photographer" 45 3.4810250368989437D0 0.0037 
GG-EXP1 49 SUBJECT-REL 7 "to" 34 2.89661766480466D0 0.0037 
GG-EXP1 49 SUBJECT-REL 8 "the" 76 4.4255341035863305D0 0.0037 
GG-EXP1 49 SUBJECT-REL 9 "editor" 25 1.6728127187521595D0 0.0037 
GG-EXP1 49 SUBJECT-REL 10 "hoped" 49 4.079052821532425D0 0.0037 
GG-EXP1 49 SUBJECT-REL 11 "for" 22 2.262795049277798D0 0.0037 
GG-EXP1 49 SUBJECT-REL 12 "the" 70 4.087445671266951D0 0.0037 
GG-EXP1 49 SUBJECT-REL 13 "story" 20 1.59167928919886D0 0.0037 
GG-EXP1 49 SUBJECT-REL 14 "*" 33 3.1731064993489113D0 0.0037 
GG-EXP1 49 OBJECT-REL 1 "the" 14 1.2917458226038128D0 0.0037 
GG-EXP1 49 OBJECT-REL 2 "reporter" 57 3.521305217786609D0 0.0037 
GG-EXP1 49 OBJECT-REL 3 "who" 35 3.190470546170336D0 0.0037 
GG-EXP1 49 OBJECT-REL 4 "the" 14 1.1672762104954544D0 0.0037 
GG-EXP1 49 OBJECT-REL 3 "who" 19 0.672570078921628D0 0.0037 
GG-EXP1 49 OBJECT-REL 4 "the" 20 1.7376441085209202D0 0.0037 
GG-EXP1 49 OBJECT-REL 5 "photographer" 32 2.91620257338981D0 0.0037 
GG-EXP1 49 OBJECT-REL 6 "sent" 151 6.101882195632263D0 0.0037 
GG-EXP1 49 OBJECT-REL 7 "to" 23 2.2065993674883946D0 0.0037 
GG-EXP1 49 OBJECT-REL 5 "photographer" 23 2.608869275720355D0 0.0037 
GG-EXP1 49 OBJECT-REL 7 "to" 17 1.9173699581760606D0 0.0037 
GG-EXP1 49 OBJECT-REL 8 "the" 30 2.748161423813305D0 0.0037 
GG-EXP1 49 OBJECT-REL 5 "photographer" 33 3.0972744789031696D0 0.0037 
GG-EXP1 49 OBJECT-REL 8 "the" 47 3.53014980652972D0 0.0037 
GG-EXP1 49 OBJECT-REL 9 "editor" 66 5.316215768565211D0 0.0037 
GG-EXP1 49 OBJECT-REL 10 "hoped" 28 2.424788683171672D0 0.0037 
GG-EXP1 49 OBJECT-REL 11 "for" 34 3.649452317087578D0 0.0037 
GG-EXP1 49 OBJECT-REL 9 "editor" 14 0.17934266420856784D0 0.0037 
GG-EXP1 49 OBJECT-REL 11 "for" 87 4.512141221254502D0 0.0037 
GG-EXP1 49 OBJECT-REL 12 "the" 16 1.2277252123196434D0 0.0037 
GG-EXP1 49 OBJECT-REL 13 "story" 41 3.35447420468155D0 0.0037 
GG-EXP1 49 OBJECT-REL 14 "*" 69 4.075884458255448D0 0.0037 
GG-EXP1 50 SUBJECT-REL 1 "the" 26 1.492510409384014D0 0.0037 
GG-EXP1 50 SUBJECT-REL 2 "reporter" 44 3.7490752282177024D0 0.0037 
GG-EXP1 50 SUBJECT-REL 3 "who" 35 2.4739685191917795D0 0.0037 
GG-EXP1 50 SUBJECT-REL 4 "sent" 27 1.9281659724096567D0 0.0037 
GG-EXP1 50 SUBJECT-REL 5 "the" 37 3.2894180777312525D0 0.0037 
GG-EXP1 50 SUBJECT-REL 6 "photographer" 158 6.835709411634719D0 0.0037 
GG-EXP1 50 SUBJECT-REL 7 "to" 27 2.8829045403194598D0 0.0037 
GG-EXP1 50 SUBJECT-REL 8 "the" 50 3.5461015429620217D0 0.0037 
GG-EXP1 50 SUBJECT-REL 9 "editor" 162 6.118039403731872D0 0.0037 
GG-EXP1 50 SUBJECT-REL 10 "hoped" 24 2.02740004188467D0 0.0037 
GG-EXP1 50 SUBJECT-REL 11 "for" 39 2.4011160356678674D0 0.0037 
GG-EXP1 50 SUBJECT-REL 12 "the" 24 1.6781676261818457D0 0.0037 
GG-EXP1 50 SUBJECT-REL 13 "story" 33 3.0512580903761783D0 0.0037 
GG-EXP1 50 SUBJECT-REL 14 "*" 18 2.113052736511148D0 0.0037 
GG-EXP1 50 OBJECT-REL 1 "the" 14 1.364256517189164D0 0.0037 
GG-EXP1 50 OBJECT-REL 2 "reporter" 69 3.9945688802557D0 0.0037 
GG-EXP1 50 OBJECT-REL 3 "who" 28 2.298684496287165D0 0.0037 
GG-EXP1 50 OBJECT-REL 4 "the" 16 1.4520901318567006D0 0.0037 
GG-EXP1 50 OBJECT-REL 2 "reporter" 29 1.9063267292750425D0 0.0037 
GG-EXP1 50 OBJECT-REL 4 "the" 16 1.4545004096103866D0 0.0037 
GG-EXP1 50 OBJECT-REL 2 "reporter" 30 2.5022954363784886D0 0.0037 
GG-EXP1 50 OBJECT-REL 3 "who" 23 2.2710601247203D0 0.0037 
GG-EXP1 50 OBJECT-REL 4 "the" 30 3.1288821812878216D0 0.0037 
GG-EXP1 50 OBJECT-REL 5 "photographer" 93 4.700369197924237D0 0.0037 
GG-EXP1 50 OBJECT-REL 6 "sent" 45 2.7943555233991324D0 0.0037 
GG-EXP1 50 OBJECT-REL 7 "to" 13 1.187384136905013D0 0.0037 
GG-EXP1 50 OBJECT-REL 6 "sent" 12 0.18398393161831625D0 0.0037 
GG-EXP1 50 OBJECT-REL 7 "to" 21 1.3645538412849814D0 0.0037 
GG-EXP1 50 OBJECT-REL 8 "the" 42 2.876572864393035D0 0.0037 
GG-EXP1 50 OBJECT-REL 9 "editor" 28 1.9532875637096228D0 0.0037 
GG-EXP1 50 OBJECT-REL 10 "hoped" 75 4.894351454406081D0 0.0037 
GG-EXP1 50 OBJECT-REL 11 "for" 19 1.2484491460724547D0 0.0037 
GG-EXP1 50 OBJECT-REL 12 "the" 28 2.4721029688548897D0 0.0037 
GG-EXP1 50 OBJECT-REL 13 "story" 79 4.723010948770972D0 0.0037 
GG-EXP1 50 OBJECT-REL 14 "*" 20 1.6275127184013558D0 0.0037 
